"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NCOA34",7.38529056690779e-102,1.77676156385246,0.782,0.219,1.48075075866501e-98,"25","NCOA3"
"EPRS9",6.2284715129993e-101,1.51989275726746,0.674,0.159,1.24880853835636e-97,"25","EPRS"
"MRPL515",7.16788448721508e-100,1.89545165434908,0.345,0.05,1.43716083968662e-96,"25","MRPL51"
"SLC35B14",2.50339039823068e-99,2.07187895809862,0.287,0.036,5.01929774845252e-96,"25","SLC35B1"
"ATP5G14",4.1292867340049e-98,1.82040133438344,0.326,0.045,8.27921990167982e-95,"25","ATP5G1"
"ATP5A111",4.32319562392059e-98,1.52112974275572,0.739,0.195,8.66800722596077e-95,"25","ATP5A1"
"SSR210",7.12565106853903e-98,1.61263908120093,0.64,0.151,1.42869303924207e-94,"25","SSR2"
"OS910",1.17331920132363e-95,1.64244729005654,0.563,0.123,2.35250499865388e-92,"25","OS9"
"HIST1H1C6",1.28731881151798e-94,1.92171768648176,0.406,0.07,2.58107421709355e-91,"25","HIST1H1C"
"BTK6",2.11463706798147e-93,1.57010959071103,0.391,0.065,4.23984732130285e-90,"25","BTK"
"SCARB25",2.70854345618295e-93,1.55751787849945,0.429,0.076,5.43062962964681e-90,"25","SCARB2"
"UQCRH12",6.49630772240115e-92,1.54869110946823,0.609,0.144,1.30250969834143e-88,"25","UQCRH"
"RHOB5",2.5660973033578e-91,2.47846064024393,0.345,0.055,5.1450250932324e-88,"25","RHOB"
"DNAJC38",9.29096335873656e-91,1.44710282666153,0.64,0.155,1.86283815342668e-87,"25","DNAJC3"
"PARP110",1.7144886286963e-90,1.43427220394011,0.628,0.15,3.43754970053609e-87,"25","PARP1"
"DUSP53",4.83596594283195e-89,2.16391705582914,0.261,0.033,9.69611171537806e-86,"25","DUSP5"
"CHAC21",1.43084545951128e-88,3.51010970534304,0.107,0.006,2.86884514632012e-85,"25","CHAC2"
"PPA16",5.32459207788512e-88,1.46329600221153,0.46,0.089,1.06758071161597e-84,"25","PPA1"
"SHMT23",6.11149846167185e-88,2.02132058846463,0.284,0.039,1.22535544156521e-84,"25","SHMT2"
"RPL22L13",6.53690435864366e-88,1.97501551318874,0.268,0.035,1.31064932390805e-84,"25","RPL22L1"
"PDE3A10",6.65458327652889e-88,1.38334987688799,0.992,0.802,1.33424394694404e-84,"25","PDE3A"
"EIF4G113",1.53343810912419e-87,1.28674033918588,0.651,0.161,3.07454340879399e-84,"25","EIF4G1"
"IGHV3-331",1.68669972238241e-87,4.45524503331715,0.153,0.013,3.38183294337672e-84,"25","IGHV3-33"
"GOLGB17",3.23950099290385e-87,1.38587570499917,0.678,0.177,6.49519949077222e-84,"25","GOLGB1"
"CCT812",7.56561732766289e-86,1.39343387632572,0.544,0.122,1.51690627419641e-82,"25","CCT8"
"CHCHD213",7.75399865112698e-86,1.72439460854295,0.513,0.114,1.55467672955096e-82,"25","CHCHD2"
"PSMB610",9.28708361303089e-86,1.58145271747952,0.479,0.099,1.86206026441269e-82,"25","PSMB6"
"SLC25A41",1.24174347040633e-84,2.03639796299209,0.184,0.018,2.4896956581647e-81,"25","SLC25A4"
"SPATS24",1.08927143208822e-83,1.0750484054024,0.548,0.121,2.18398922133689e-80,"25","SPATS2"
"MTDH12",2.85495723698524e-83,1.5383694695713,0.824,0.281,5.72418926015541e-80,"25","MTDH"
"CLTC11",6.43332271197982e-83,1.35410689780576,0.655,0.17,1.28988120375195e-79,"25","CLTC"
"PRDX19",1.53285878997432e-82,1.52299823616475,0.41,0.077,3.07338187389851e-79,"25","PRDX1"
"KLHL143",4.43987604911124e-82,2.56737084314726,0.261,0.035,8.90195147846804e-79,"25","KLHL14"
"ALDH1L21",4.95914391566446e-82,2.07229436680531,0.192,0.02,9.94308355090724e-79,"25","ALDH1L2"
"ATP2A26",4.28401779293561e-81,1.20090702992061,0.586,0.141,8.5894556748359e-78,"25","ATP2A2"
"BCL2L119",1.36107732719717e-79,1.5872638239214,0.398,0.076,2.72896004103033e-76,"25","BCL2L11"
"SP1408",3.5181038673781e-79,1.07152268941905,0.563,0.131,7.05379825409309e-76,"25","SP140"
"VOPP17",3.8231988718385e-79,1.18736827773719,0.678,0.183,7.6655137380362e-76,"25","VOPP1"
"TOP18",8.18306688446945e-79,1.19364481514232,0.64,0.166,1.64070491033612e-75,"25","TOP1"
"PDIA310",2.4787680058659e-77,1.45522543563006,0.743,0.236,4.96992985176112e-74,"25","PDIA3"
"ODC16",3.16046824810491e-77,1.293151080574,0.387,0.073,6.33673883745034e-74,"25","ODC1"
"MDM210",3.74506900189182e-76,1.39206678555735,0.448,0.095,7.5088633487931e-73,"25","MDM2"
"ADAM195",1.82813711739738e-75,1.3179700916159,0.448,0.095,3.66541492038174e-72,"25","ADAM19"
"GNAS10",4.21558353269447e-75,1.3479698507686,0.908,0.384,8.4522449830524e-72,"25","GNAS"
"MEF2C6",7.83660257661976e-75,1.21655212774185,0.586,0.149,1.57123881661226e-71,"25","MEF2C"
"CCND210",1.99791018308131e-74,1.40161863688988,0.651,0.18,4.00580991707803e-71,"25","CCND2"
"P2RX52",4.95448634307188e-73,1.734478099219,0.211,0.026,9.93374511785912e-70,"25","P2RX5"
"IGHM3",1.86898003041288e-72,5.23232601478801,0.582,0.169,3.74730496097783e-69,"25","IGHM"
"ATP5B11",2.72647095446785e-71,1.1794676284112,0.674,0.197,5.46657426370803e-68,"25","ATP5B"
"HSPD17",5.12260052193329e-71,1.15791835312829,0.479,0.109,1.02708140464762e-67,"25","HSPD1"
"PSME213",1.13520652794427e-69,1.18928204455618,0.609,0.166,2.27608908852826e-66,"25","PSME2"
"PSAT12",1.16933073393281e-69,1.90495183862733,0.192,0.023,2.34450812153528e-66,"25","PSAT1"
"EIF5B11",1.47143698709875e-69,1.04735049904142,0.548,0.137,2.95023115913299e-66,"25","EIF5B"
"MT-RNR113",1.60206867432557e-69,1.05358781131259,1,0.807,3.21214769202277e-66,"25","MT-RNR1"
"MX17",3.04071878187886e-69,1.56096292864463,0.586,0.16,6.09664115766711e-66,"25","MX1"
"PTP4A32",3.19029413052003e-69,2.48050250185487,0.161,0.017,6.39653973169265e-66,"25","PTP4A3"
"APOBEC3C10",7.86244963231136e-69,1.43552108520849,0.464,0.109,1.57642115127843e-65,"25","APOBEC3C"
"OAS18",2.05229081177599e-67,1.35669920583904,0.372,0.075,4.11484307761086e-64,"25","OAS1"
"HFM111",4.72051711596519e-67,0.940649003102852,1,0.89,9.46463681751021e-64,"25","HFM1"
"CCDC502",8.02566212866031e-67,1.28117136251271,0.356,0.07,1.60914525679639e-63,"25","CCDC50"
"CD192",8.79424301247932e-67,1.53309575040148,0.184,0.022,1.7632457240021e-63,"25","CD19"
"MTHFD27",4.36041071902595e-66,1.80205762828448,0.31,0.057,8.74262349164702e-63,"25","MTHFD2"
"ILF211",6.973861992354e-65,1.35037299413051,0.41,0.091,1.39825932946698e-61,"25","ILF2"
"LAP39",2.23309711850669e-64,1.33023162131398,0.421,0.096,4.47735972260591e-61,"25","LAP3"
"PSMA310",2.73296904765805e-62,1.37785843045054,0.356,0.074,5.47960294055439e-59,"25","PSMA3"
"ARF111",3.13383935200887e-62,1.06953415183899,0.72,0.232,6.28334790077778e-59,"25","ARF1"
"LMO410",5.59778932985748e-62,1.19167701975581,0.352,0.073,1.12235676063642e-58,"25","LMO4"
"TARS7",6.52396104471461e-62,1.24871880437562,0.36,0.075,1.30805418946528e-58,"25","TARS"
"ISG158",3.9604482322418e-61,1.51628009377718,0.418,0.099,7.9406987056448e-58,"25","ISG15"
"RPLP09",6.5779084404225e-60,1.1401775199248,0.916,0.408,1.31887064230471e-56,"25","RPLP0"
"CTSH8",2.32214281348779e-59,1.35751011194595,0.418,0.1,4.65589634104302e-56,"25","CTSH"
"MYBL23",1.6676315403275e-58,1.23370557410258,0.299,0.056,3.34360123835663e-55,"25","MYBL2"
"CYCS8",3.44798363589232e-57,1.36170426570762,0.31,0.062,6.9132071899641e-54,"25","CYCS"
"IARS7",2.4168395774737e-55,1.08723221079663,0.437,0.11,4.84576335283476e-52,"25","IARS"
"RALGPS22",3.29383487757845e-55,0.589897156742246,0.502,0.133,6.60413892954479e-52,"25","RALGPS2"
"RASGRP33",1.25256685489804e-53,1.07561632682794,0.303,0.061,2.51139654407056e-50,"25","RASGRP3"
"LILRB44",1.06418023848718e-52,1.92969338627672,0.211,0.035,2.1336813781668e-49,"25","LILRB4"
"ATP6V0B8",1.05017495736845e-51,0.949721969561233,0.425,0.11,2.10560078952374e-48,"25","ATP6V0B"
"SMC47",2.38828381121628e-50,1.13723733931072,0.314,0.068,4.78850904148863e-47,"25","SMC4"
"ANKRD30BL11",2.92873300874632e-50,1.01655533864548,0.962,0.58,5.87210968253638e-47,"25","ANKRD30BL"
"CYC18",1.12863255752176e-49,1.24470776396806,0.337,0.079,2.26290827783113e-46,"25","CYC1"
"CCT710",3.47136092564565e-49,0.899580280399344,0.414,0.108,6.96007865591953e-46,"25","CCT7"
"ATF51",4.24658577233815e-49,2.58496172148769,0.126,0.015,8.51440447353798e-46,"25","ATF5"
"PSMD212",4.37647622563986e-49,0.808361367620057,0.444,0.12,8.77483483240792e-46,"25","PSMD2"
"IGHV3-302",7.81144237521776e-49,4.30883094589547,0.138,0.018,1.56619419623116e-45,"25","IGHV3-30"
"RNA28S512",3.97324430405647e-48,0.746570864041644,1,0.991,7.96635482963322e-45,"25","RNA28S5"
"IRF77",9.3412666512941e-47,1.08943111044868,0.295,0.065,1.87292396358447e-43,"25","IRF7"
"SLC16A13",1.5599524633111e-46,0.989544152407559,0.234,0.044,3.12770468893876e-43,"25","SLC16A1"
"RAN11",2.07876196331103e-46,1.06758646287593,0.414,0.113,4.16791773643861e-43,"25","RAN"
"IFI275",2.3919292408617e-46,0.73763641045373,0.418,0.112,4.79581812792771e-43,"25","IFI27"
"MCL112",2.67468670877203e-46,0.850218638602313,0.77,0.299,5.36274685108792e-43,"25","MCL1"
"CD79B3",9.61449237681055e-46,1.01233299818702,0.23,0.043,1.92770572155051e-42,"25","CD79B"
"TLR74",8.99313235231986e-45,1.63538347929394,0.184,0.03,1.80312303664013e-41,"25","TLR7"
"GSPT19",1.67710074094251e-44,0.835337964614324,0.467,0.138,3.36258698558974e-41,"25","GSPT1"
"IFNG-AS14",1.8488607397361e-44,0.80464569424547,0.341,0.083,3.70696578317088e-41,"25","IFNG-AS1"
"MELK6",5.66126914068396e-44,0.862741625853017,0.395,0.108,1.13508446270713e-40,"25","MELK"
"CCT210",5.86261481818171e-44,1.0824423555128,0.383,0.104,1.17545427104543e-40,"25","CCT2"
"LGALS19",8.16290680978115e-44,0.908039009072181,0.452,0.134,1.63666281536112e-40,"25","LGALS1"
"SERBP112",1.31358888318047e-43,0.747622839314519,0.605,0.206,2.63374571077685e-40,"25","SERBP1"
"EBNA1BP23",1.73004035147609e-43,1.24417049964246,0.253,0.053,3.46873090470956e-40,"25","EBNA1BP2"
"LDHA12",1.73990080479855e-43,0.695087973667366,0.575,0.188,3.48850111362109e-40,"25","LDHA"
"GLDC2",7.80735480087872e-43,0.417867276232612,0.299,0.068,1.56537463757618e-39,"25","GLDC"
"EIF4G213",1.84592587000568e-41,0.873006725534024,0.824,0.366,3.70108136936139e-38,"25","EIF4G2"
"PAICS2",4.17093785081348e-41,0.90673730622453,0.238,0.049,8.36273039088104e-38,"25","PAICS"
"HSPA911",1.32660584588785e-40,0.56867394652976,0.483,0.149,2.65984472100513e-37,"25","HSPA9"
"COX181",8.82330758407024e-39,0.824443006131296,0.184,0.034,1.76907317060608e-35,"25","COX18"
"CSF2RB6",2.82046725301747e-38,0.945449796411587,0.23,0.05,5.65503684230002e-35,"25","CSF2RB"
"TCP113",2.96469894231448e-38,0.689546324178528,0.356,0.098,5.94422137934053e-35,"25","TCP1"
"NOP5612",4.77954989104149e-38,0.487182326092843,0.391,0.111,9.58299753153819e-35,"25","NOP56"
"TBC1D94",2.23515845993607e-37,0.67133681272535,0.322,0.085,4.48149271217183e-34,"25","TBC1D9"
"ANXA28",3.54840535199492e-37,0.44577256407693,0.571,0.195,7.11455273074982e-34,"25","ANXA2"
"LAMC12",3.97630240144345e-37,0.992798447193648,0.226,0.049,7.97248631489411e-34,"25","LAMC1"
"EEF213",1.04689916189603e-36,0.811265045222736,0.92,0.486,2.09903281960155e-33,"25","EEF2"
"H2AFZ12",9.61372278952024e-36,0.72955036571476,0.368,0.108,1.92755141929881e-32,"25","H2AFZ"
"JUN7",1.71435636128014e-35,1.10461011552761,0.506,0.182,3.43728450436668e-32,"25","JUN"
"LDHB7",5.05704765956247e-35,0.578881535967176,0.59,0.217,1.01393805574227e-31,"25","LDHB"
"CCT6A11",7.02228291872645e-35,0.690937626537307,0.41,0.128,1.40796772520465e-31,"25","CCT6A"
"TCF44",3.05764707906026e-34,0.359420610532824,0.483,0.161,6.13058239351583e-31,"25","TCF4"
"MT-ND513",7.18882404963716e-34,0.721176216110539,0.946,0.531,1.44135922195225e-30,"25","MT-ND5"
"SYK8",9.8940385809175e-34,0.565494142423129,0.556,0.199,1.98375473547396e-30,"25","SYK"
"MRPS226",6.91110412336118e-32,0.779506657457793,0.559,0.227,1.38567637673392e-28,"25","MRPS22"
"HIST2H2AA47",7.98749062844461e-32,0.899796946267432,0.234,0.058,1.60149187100314e-28,"25","HIST2H2AA4"
"NCL11",8.03017589006769e-32,0.616216312132927,0.77,0.34,1.61005026595857e-28,"25","NCL"
"EHD32",9.21138110793803e-32,0.991687253334365,0.149,0.027,1.84688191214157e-28,"25","EHD3"
"HSPA811",1.37085913461514e-31,0.679401377361832,0.651,0.275,2.74857256490335e-28,"25","HSPA8"
"FEN12",1.4926483649299e-31,1.95330827436995,0.107,0.016,2.99275997168445e-28,"25","FEN1"
"RNASE64",4.02938225227902e-31,1.60535548976795,0.169,0.034,8.07891141581944e-28,"25","RNASE6"
"ANXA57",4.2384799278731e-31,0.486230301920887,0.418,0.138,8.49815225538556e-28,"25","ANXA5"
"CECR15",8.58484964920641e-31,0.778216325833218,0.429,0.148,1.72126235466589e-27,"25","CECR1"
"SRGN8",9.7897792290767e-31,0.222458682473592,0.793,0.324,1.96285073542988e-27,"25","SRGN"
"RPS58",1.09059659651374e-30,0.597207510750665,0.877,0.445,2.18664617601005e-27,"25","RPS5"
"BUB12",1.4532948780006e-30,0.800446302864001,0.161,0.032,2.9138562303912e-27,"25","BUB1"
"GAPDH7",2.37915489397554e-30,0.67383634948468,0.464,0.165,4.77020556242095e-27,"25","GAPDH"
"H2AFV8",3.09918890994468e-30,0.389091953433722,0.425,0.143,6.21387376443909e-27,"25","H2AFV"
"ITGB110",3.29014943599056e-30,0.868194051004642,0.51,0.202,6.59674961916107e-27,"25","ITGB1"
"GEN12",4.31023058397112e-30,1.88460043018319,0.1,0.014,8.64201232086209e-27,"25","GEN1"
"NPM19",6.10411643601275e-30,0.4780280337068,0.598,0.236,1.22387534542056e-26,"25","NPM1"
"MT-ND113",1.30518501691722e-29,0.694782198144083,0.954,0.562,2.61689595891903e-26,"25","MT-ND1"
"HNRNPAB11",1.39967516390741e-29,0.734761504117277,0.31,0.093,2.80634870363436e-26,"25","HNRNPAB"
"TCF192",1.76812220559325e-29,1.7373507950077,0.1,0.015,3.54508502221446e-26,"25","TCF19"
"ITGA412",7.91075265900679e-29,0.649981450200411,0.628,0.265,1.58610590813086e-25,"25","ITGA4"
"SEPHS12",1.44393818066365e-28,0.707119215145808,0.203,0.049,2.89509605223062e-25,"25","SEPHS1"
"SLC25A511",3.74393157513533e-28,0.560201677793321,0.322,0.1,7.50658280814633e-25,"25","SLC25A5"
"OAZ18",4.63948958757005e-28,0.39545407074158,0.808,0.357,9.30217662307795e-25,"25","OAZ1"
"YBX111",8.72179228786302e-28,0.494596579423665,0.682,0.291,1.74871935371653e-24,"25","YBX1"
"HSPE13",8.90550715066111e-28,0.684992924623442,0.188,0.044,1.78555418370755e-24,"25","HSPE1"
"NCF16",1.22871259377115e-27,0.571794553324215,0.303,0.092,2.46356875051115e-24,"25","NCF1"
"ANP32E11",2.8942902054462e-27,0.352303017701494,0.379,0.127,5.80305186191963e-24,"25","ANP32E"
"H1FX11",7.40102200598593e-27,1.07245336696785,0.341,0.117,1.48390491220018e-23,"25","H1FX"
"HIST1H1D11",7.92578396891517e-27,0.633783777992275,0.383,0.134,1.58911968576749e-23,"25","HIST1H1D"
"B4GALT110",1.48575117467055e-26,0.918058029752635,0.41,0.155,2.97893110521445e-23,"25","B4GALT1"
"MT-CO312",1.57190037093872e-26,0.656129185432572,0.927,0.555,3.15166024373214e-23,"25","MT-CO3"
"SGK17",3.27884095055536e-26,0.622922216449475,0.383,0.135,6.57407610586349e-23,"25","SGK1"
"HNRNPD13",5.43223271168116e-26,0.306924401390763,0.605,0.246,1.08916265869207e-22,"25","HNRNPD"
"CCT38",5.68854284302144e-26,0.287336341458195,0.441,0.16,1.1405528400258e-22,"25","CCT3"
"KLF106",2.13386153226088e-25,0.753355688693573,0.268,0.081,4.27839237218307e-22,"25","KLF10"
"TUBA4A6",2.72269214487527e-24,0.38189668483665,0.245,0.072,5.45899775047491e-21,"25","TUBA4A"
"MT-CO213",1.82564024368609e-23,0.631372257527533,0.931,0.592,3.66040868859062e-20,"25","MT-CO2"
"DDX2112",4.1873893175145e-23,0.500453237809193,0.467,0.189,8.39571558161657e-20,"25","DDX21"
"ISOC12",1.43719490821965e-22,0.309056167089775,0.192,0.051,2.88157579098039e-19,"25","ISOC1"
"NOLC112",1.72735964470146e-22,0.385835591047684,0.33,0.115,3.46335608762642e-19,"25","NOLC1"
"CCT512",2.31477519269314e-22,0.488389454439708,0.28,0.092,4.64112426134975e-19,"25","CCT5"
"TFRC5",5.32999979025573e-22,0.540113718162432,0.272,0.09,1.06866495794627e-18,"25","TFRC"
"CDK67",9.12006066869643e-22,0.226878853524741,0.414,0.161,1.82857216407363e-18,"25","CDK6"
"MT-CYB13",9.14942073349619e-22,0.554033199787706,0.897,0.544,1.83445885706599e-18,"25","MT-CYB"
"SHCBP12",1.27966443908742e-21,0.412818398068119,0.142,0.033,2.56572720037028e-18,"25","SHCBP1"
"EIF4A36",5.65889599750254e-21,0.693762346131526,0.211,0.063,1.13460864749926e-17,"25","EIF4A3"
"RP5-857K21.413",6.33326795509787e-20,0.513140978266836,0.989,0.744,1.26982022499712e-16,"25","RP5-857K21.4"
"HSP90AB112",1.40250360461919e-19,0.327021465411819,0.686,0.33,2.81201972726148e-16,"25","HSP90AB1"
"MKI672",4.25375332284947e-19,0.407004522433686,0.149,0.039,8.52877541231318e-16,"25","MKI67"
"AC018890.611",8.39574836647483e-19,0.215076357594452,0.625,0.287,1.6833475474782e-15,"25","AC018890.6"
"CCDC88A6",4.47847479981143e-18,0.746223122191557,0.318,0.126,8.97934197362193e-15,"25","CCDC88A"
"MYL612",8.60302488523473e-18,0.277755498470143,0.778,0.398,1.72490648948956e-14,"25","MYL6"
"CRIP110",1.47742285987607e-17,1.00277521255579,0.322,0.133,2.96223283405153e-14,"25","CRIP1"
"NRG13",1.99811977604563e-17,1.00008880302383,0.487,0.248,4.00623015097149e-14,"25","NRG1"
"E2F23",9.48021296748079e-17,0.605794552146889,0.123,0.031,1.9007826999799e-13,"25","E2F2"
"MT-CO113",9.89309243108066e-17,0.428002423118785,0.977,0.693,1.98356503243167e-13,"25","MT-CO1"
"MT-ND413",1.07077030675443e-16,0.373185365191863,0.977,0.674,2.14689446504264e-13,"25","MT-ND4"
"PHGDH3",1.21310749871421e-15,0.366106136427276,0.134,0.037,2.43228053492199e-12,"25","PHGDH"
"HIST1H1E11",1.65234622979469e-15,0.305650236301656,0.356,0.152,3.31295419073836e-12,"25","HIST1H1E"
"NEAT110",1.90110151738445e-15,0.248235146406309,0.475,0.222,3.81170854235582e-12,"25","NEAT1"
"MT-ATP613",3.62085586522805e-15,0.4026245811348,0.943,0.629,7.25981600978224e-12,"25","MT-ATP6"
"MCM53",2.8335344251887e-14,0.489339251183924,0.157,0.05,5.68123652250334e-11,"25","MCM5"
"TEAD14",7.60090224604117e-14,0.279368924408088,0.253,0.101,1.52398090033125e-10,"25","TEAD1"
"KPNA23",1.36223330834102e-13,0.244619645161738,0.126,0.037,2.73127778322374e-10,"25","KPNA2"
"PCNA2",2.57125066664479e-13,0.29913117729926,0.134,0.041,5.15535758662281e-10,"25","PCNA"
"HMGA15",1.29515069097187e-12,0.703311961520872,0.153,0.052,2.5967771353986e-09,"25","HMGA1"
"HSPH110",1.48928925036007e-12,0.236546301765877,0.222,0.088,2.98602494697193e-09,"25","HSPH1"
"LGALS34",1.14663084281409e-11,0.278096572342584,0.18,0.068,2.29899483984224e-08,"25","LGALS3"
"RANBP12",1.26200372478847e-11,0.44518396067854,0.138,0.046,2.53031746820088e-08,"25","RANBP1"
"TNFSF1010",9.12135381692290e-11,0.820644442179275,0.253,0.114,1.82883144029304e-07,"25","TNFSF10"
"CDKN1A6",7.13945349807215e-10,0.62315675870079,0.134,0.049,1.43146042636347e-06,"25","CDKN1A"
"MARCKS6",1.40284812666276e-09,0.344879887538913,0.149,0.058,2.81271049395883e-06,"25","MARCKS"
"ACTG111",4.39912374624018e-08,0.206807756897606,0.709,0.43,8.82024311121156e-05,"25","ACTG1"
"CST35",0,4.13470996245132,0.948,0.112,0,"26","CST3"
"HLA-DQA14",0,4.64310092402363,0.876,0.063,0,"26","HLA-DQA1"
"HLA-DRB56",0,4.15936016080653,0.867,0.1,0,"26","HLA-DRB5"
"HLA-DQB14",0,4.3420353093694,0.751,0.054,0,"26","HLA-DQB1"
"HLA-DMB5",0,3.53088144604676,0.747,0.062,0,"26","HLA-DMB"
"HLA-DMA5",0,3.29098498054945,0.747,0.071,0,"26","HLA-DMA"
"FCER1A",0,6.40435927924548,0.618,0.008,0,"26","FCER1A"
"HLA-DOA1",0,3.90426037682748,0.571,0.027,0,"26","HLA-DOA"
"CLEC10A",0,6.04186630447004,0.494,0.007,0,"26","CLEC10A"
"CD1C",0,6.04558901385225,0.494,0.009,0,"26","CD1C"
"HLA-DQA23",0,4.56428380332214,0.489,0.023,0,"26","HLA-DQA2"
"HLA-DQB22",0,4.55462125945263,0.459,0.016,0,"26","HLA-DQB2"
"ENHO",0,8.59239616732992,0.21,0,0,"26","ENHO"
"HLA-DPA14",2.24846607467864e-317,4.38956428178647,0.979,0.165,4.50817447973067e-314,"26","HLA-DPA1"
"KCTD125",1.57049231934723e-308,3.07394309605712,0.781,0.085,3.1488371002912e-305,"26","KCTD12"
"NR1H24",7.53307716070132e-308,3.36937454957965,0.747,0.08,1.51038197072062e-304,"26","NR1H2"
"HLA-DRA6",2.31868373143822e-301,4.26662914313709,1,0.191,4.64896088153364e-298,"26","HLA-DRA"
"HLA-DPB17",1.79306654747747e-281,4.2579446208089,0.979,0.192,3.59509842769233e-278,"26","HLA-DPB1"
"PEA155",2.41153337060097e-281,3.23317689593616,0.597,0.054,4.83512440805494e-278,"26","PEA15"
"HLA-DRB16",3.81209189372398e-273,4.09353586796435,0.996,0.206,7.64324424691657e-270,"26","HLA-DRB1"
"CD1D3",2.77998306947868e-246,3.51011276519002,0.403,0.028,5.57386605430475e-243,"26","CD1D"
"LGALS23",9.94623826770172e-238,3.08304612196538,0.485,0.042,1.99422077267419e-234,"26","LGALS2"
"IL13RA14",3.2178989241822e-227,2.98296257159676,0.536,0.053,6.45188734298532e-224,"26","IL13RA1"
"KLF44",7.3344336297803e-219,2.66206984323729,0.652,0.079,1.47055394277095e-215,"26","KLF4"
"FGL26",9.63696255326368e-206,2.67947843202926,0.854,0.147,1.93221099192937e-202,"26","FGL2"
"CD746",3.67302573676567e-204,3.70150986476148,1,0.326,7.36441660221517e-201,"26","CD74"
"CPVL5",2.37565805294207e-198,2.92041066160487,0.725,0.109,4.76319439614885e-195,"26","CPVL"
"ALDH23",9.29101430429496e-197,2.91641132518613,0.571,0.067,1.86284836801114e-193,"26","ALDH2"
"RGS12",4.44377280544812e-196,3.19078280908332,0.343,0.026,8.90976447492349e-193,"26","RGS1"
"PLD4",6.54910308993002e-196,3.71654738311163,0.163,0.006,1.31309516953097e-192,"26","PLD4"
"AMICA15",1.41391774142691e-191,2.58371569973119,0.777,0.128,2.83490507156096e-188,"26","AMICA1"
"C1orf1625",8.20234355774718e-190,2.5393971095089,0.648,0.089,1.64456988332831e-186,"26","C1orf162"
"AHR5",8.5041705174149e-188,2.51928788920014,0.618,0.081,1.70508618874169e-184,"26","AHR"
"GSTP110",1.27403716043955e-187,2.68177757312803,0.833,0.157,2.5544445066813e-184,"26","GSTP1"
"CFP5",5.08628010542456e-186,2.5845953772071,0.627,0.084,1.01979916113762e-182,"26","CFP"
"CTSZ6",5.96826342870962e-183,2.42060109685446,0.657,0.093,1.19663681745628e-179,"26","CTSZ"
"OGFRL15",2.22841750143839e-177,2.46839256618011,0.627,0.087,4.46797709038397e-174,"26","OGFRL1"
"ETS24",6.30572432352361e-175,2.74464055613555,0.485,0.054,1.26429772686648e-171,"26","ETS2"
"TGFBI4",7.66532764939001e-174,2.32154750939372,0.554,0.069,1.5368981937027e-170,"26","TGFBI"
"MPEG15",7.40436243503023e-173,2.38778530457815,0.725,0.117,1.48457466822356e-169,"26","MPEG1"
"GRN5",1.42169792844342e-171,1.95681888722001,0.824,0.144,2.85050434652907e-168,"26","GRN"
"LYZ5",1.54470330199963e-170,2.13502384382786,0.957,0.207,3.09713012050926e-167,"26","LYZ"
"LST16",3.01438313296767e-165,2.2222934065669,0.639,0.095,6.04383818160018e-162,"26","LST1"
"CD864",6.16302241634011e-165,2.54057633520728,0.567,0.077,1.23568599447619e-161,"26","CD86"
"CCDC88A7",3.91525228665591e-163,2.3940002458544,0.721,0.125,7.8500808347451e-160,"26","CCDC88A"
"FOS6",1.33437164652556e-161,2.26107182839288,0.918,0.22,2.67541515128375e-158,"26","FOS"
"FLT31",5.76288726661056e-158,2.25467456064051,0.494,0.06,1.15545889695542e-154,"26","FLT3"
"SAMHD17",4.08334619866555e-155,2.59331493312108,0.974,0.348,8.18710912832443e-152,"26","SAMHD1"
"AIF16",2.58373994964042e-151,1.90169604583704,0.738,0.127,5.18039859902904e-148,"26","AIF1"
"IGSF65",4.80867004102851e-151,2.55440940771795,0.476,0.06,9.64138343226217e-148,"26","IGSF6"
"CTSH9",1.32274782890856e-149,2.23358720968392,0.627,0.1,2.65210939696166e-146,"26","CTSH"
"ANXA58",1.07628759577729e-148,2.23668535050095,0.734,0.137,2.15795662953347e-145,"26","ANXA5"
"COTL17",1.13425536385581e-147,2.18209451687342,0.888,0.216,2.2741820045309e-144,"26","COTL1"
"KLF107",1.6177779414741e-146,2.28774242152495,0.554,0.081,3.24364477265557e-143,"26","KLF10"
"ITGAX7",4.21934996949017e-145,2.28017958104239,0.592,0.092,8.4597966888278e-142,"26","ITGAX"
"PAK17",7.94548157286898e-140,2.07452521828872,0.695,0.128,1.59306905536023e-136,"26","PAK1"
"LGALS110",1.24164661980225e-139,2.00510725180909,0.717,0.133,2.48950147270352e-136,"26","LGALS1"
"PLEKHO17",2.64882435568092e-137,2.08030188893549,0.665,0.12,5.31089283314024e-134,"26","PLEKHO1"
"RNASE65",2.49343992838267e-136,2.95240205584491,0.335,0.034,4.99934705640725e-133,"26","RNASE6"
"SULF26",1.00222059006433e-134,2.02915297938576,0.704,0.135,2.00945228307899e-131,"26","SULF2"
"ANXA29",3.52049991114839e-134,2.18072785844965,0.828,0.195,7.05860232185253e-131,"26","ANXA2"
"AP1S24",6.82934448780124e-133,2.30116558382772,0.554,0.088,1.36928356980415e-129,"26","AP1S2"
"S100A107",2.03577773419479e-132,2.13879166667512,0.76,0.162,4.08173435706056e-129,"26","S100A10"
